Team_Year,Unique_Identifier,Conference,Year,Overall_Rank,Wins,Loss,AdjO,AdjD,AdjT,Luck,Strength_of_Schedule_Opp_O,Strength_of_Schedule_Opp_D,Opp_2P,Opp_3P,Opp_FT,Defense_Blk,Defense_Stl,Opp_NST,Opp_A,Opp_3P_Attempts,Off_2P,Off_3P,Off_FT,Off_Blk,Off_Stl,Off_NST,Off_A,Off_3P_Attempts,Off_eFG,Off_TO,Off_Reb,Off_FT_Rate,Opp_eFG,Opp_TO,Def_Reb,Opp_FT_Rate,Avg_Height,Experience,Bench,Continuity
Missouri 2008,184,B12,2008,54,16,16,113.3,100.2,69.3,-0.105,107.1,98.6,49.8,30.9,71,7.8,11.2,11.7,48.7,31.2,51,33.4,69,8.2,8.1,9.6,57.4,31.9,50.7,17.7,29.6,30.8,48.8,22.9,34.2,42.9,77.2,2.05,38.5,73.4
Missouri St. 2008,185,MVC,2008,89,17,16,108.2,99.8,65.1,-0.063,105.8,100.9,46.6,36.5,71.5,11.7,10.7,11.7,56.7,37.1,49.9,36.2,71.6,9.3,10.3,11.7,59.6,38.5,51.6,22.1,34.2,34.8,49.6,22.5,29.8,35.2,75.7,2.36,31.6,51.7
Monmouth 2008,186,NEC,2008,309,7,24,93,108.5,60.3,-0.023,101.1,106.2,50.6,33.1,70.8,6.8,10.2,12.3,59.2,40.3,46.1,32.2,68.6,10.6,11.2,11,57.6,43.5,47,22.2,22.3,30.8,50.3,22.5,36.3,42.8,75.1,0.8,31.2,35.5
Montana 2008,187,BSky,2008,196,14,16,106.9,110.4,62.2,-0.08,101.9,105.8,49.9,36.3,71.6,8.6,7,11,51.3,28.6,51.9,38.8,67.8,6.8,8.8,10.3,61.2,39.6,54.4,19.1,26.8,33.6,51.2,18,30,36.4,77.1,1.85,26.3,57.6
Montana St. 2008,188,BSky,2008,230,15,15,104.8,111.8,66.4,0.015,101.3,105.5,51.1,36.4,76.1,8.6,7.3,12.8,50.8,33.5,48.9,36,73.8,9,9.4,10.8,52,36.7,50.7,20.2,30.5,37.6,52.2,20,29,44.2,76.2,2.15,34.4,50.8
Morehead St. 2008,189,OVC,2008,287,15,15,95.3,107.9,62.6,0.093,101.8,109,51.2,41.4,69.7,6.3,11,11.7,64.6,39,46.4,33.8,71.2,10.1,10.4,12,61.7,35.3,47.9,22.5,31.3,40,55.5,22.7,25.3,44.4,75.8,1.54,26.4,37.2
Austin Peay 2008,19,OVC,2008,168,24,11,104.6,104.9,65.5,0.086,102.5,108.8,52.8,37.4,69.4,6.6,14,10,60.4,39.9,48.4,38.2,71.3,9.7,9.8,8.2,58.6,37.3,51.7,18.1,29.2,44.4,54.1,23.9,30.5,32.6,75.3,2.19,23.6,81.5
Morgan St. 2008,190,MEAC,2008,169,22,11,100,101,64.7,0.015,98.3,107.7,44.3,33.4,67.5,12.1,10.1,11.7,48.9,25,46.9,32.6,65.8,8.4,8.2,11.2,43.8,26.1,47.4,19.4,36.9,37.6,45.7,21.7,29.7,43.1,75.6,1.79,28.1,42.8
Mount St. Mary's 2008,192,NEC,2008,173,19,15,99.3,100.6,66.1,0.014,101.6,106.9,46.7,32.2,70.2,10.1,10.8,10.5,48,30.4,47.9,36.1,70.3,7.8,8.9,11.9,53.2,30.4,49.8,20.8,28.3,38.7,47.2,21.2,31.9,38,75.6,1.46,31.3,72.6
Murray St. 2008,193,OVC,2008,202,18,13,104.3,108.3,63.8,-0.023,100.8,109.6,48.5,34.2,70.7,9.7,10.4,9.5,62.4,37.9,53,38.4,73.9,6.9,10.2,11.3,57.2,28.7,54.3,21.5,31.1,37.2,49.6,19.9,31.5,41.7,76,1.45,32.9,55.2
N.C. State 2008,194,ACC,2008,110,15,16,107.6,101.9,62.7,0.043,108.6,99.4,44.6,36.8,71.7,10.5,7.6,8.8,44.3,27.7,50.7,34.9,71.9,10.3,12.1,11.1,58.9,32.9,51.2,23.2,29.3,46.6,47.5,16.4,34.7,26.7,78.7,1.3,31.9,62.4
Navy 2008,195,Pat,2008,200,16,14,101.5,105.4,73.3,-0.069,97.3,105.7,48.2,32.7,68.4,6.3,12,12.8,55.9,31.6,44.9,35.1,74.9,11.9,10.7,10.7,54.4,43.9,48.3,21.4,30.6,34.5,48.5,24.7,33.7,43.5,77.1,1.6,28.1,53.9
Nebraska 2008,196,B12,2008,39,20,13,108,92.7,61.6,-0.042,106.4,100.2,42.6,36.4,70.3,9.2,12.9,10.7,55.7,39.1,51.1,34.2,66.6,9,10.5,9.9,60.1,32.1,51.2,20.4,30.7,38.6,47.3,23.7,27.8,32,75.1,1.51,33.3,53.5
Nevada 2008,198,WAC,2008,101,21,12,108.5,101.9,67.2,0.013,104.8,104.7,44.9,36,67.7,13.5,6.8,10.5,53.8,28.6,52.4,36.3,71.5,5.7,8.8,11.1,52.6,28.9,53,19.9,31.3,36.9,47.5,17.3,30.3,32.1,78.4,1.54,28.2,39
New Hampshire 2008,199,AE,2008,276,9,20,97.2,108.5,65.1,-0.05,100.9,107.1,49.6,39.3,69.9,6.2,8.3,13.6,48,34.3,39.7,37.3,69.2,11.6,9.1,10.6,54.7,45.4,47.1,19.6,29.1,33.5,52.8,21.9,28.7,39.1,76.1,1.08,23.9,23.8
Air Force 2008,2,MWC,2008,156,16,14,100.9,99.7,56.3,-0.007,102.8,102.6,44.4,35.9,69.5,6.8,10.5,11.7,63.2,44,48.7,37.5,69.4,11.6,10,11.1,64.4,44.7,52.1,21.1,17.4,45.5,48.6,22.2,28.6,35.4,77.1,2.1,19.4,28.2
Ball St. 2008,20,MAC,2008,234,6,24,95.7,102.9,61.1,-0.048,104.1,102.7,48.5,38.6,70.8,5.3,9.9,12.2,56.3,37.1,43.7,30,65.3,8.6,8.3,10.9,49.9,26.8,44.1,19.2,28,35.6,52,22.2,29.7,33.6,73.8,1.39,29,28
New Mexico 2008,200,MWC,2008,32,24,9,111.1,94,64.4,-0.046,104,102.9,45.7,33.9,68.3,8.8,9.3,14.4,63.5,40,49.2,42,65.9,6.7,7.5,10.5,63.4,35.6,54.1,17.9,30.1,40.2,47.8,23.6,24.7,41.3,76.5,1.88,36.9,58.6
New Mexico St. 2008,201,WAC,2008,100,21,14,108.1,101.3,69.7,-0.06,103.5,105.7,46.7,36.3,69.1,8.3,9,12.3,53.1,37.3,52.5,34.8,63.9,8.2,8,13.9,51.9,28.8,52.4,21.9,40.6,39,49.6,21.3,28.2,33.2,77.3,1.81,33.1,49.8
New Orleans 2008,202,SB,2008,179,19,13,104.7,106.7,68.2,0.048,101.8,105.2,49.6,37.2,70.6,4.7,10.3,11.2,51.3,33.5,48.4,34.8,72.9,7.1,7.6,9.8,44.1,27.5,49.5,17.4,27.3,36.8,51.7,21.5,32,40.3,75.2,2.49,34.1,55.5
Niagara 2008,203,MAAC,2008,135,19,10,106.7,103.7,69.9,0.025,102.8,105.1,48.7,33.5,68.7,9,10.9,10.5,49.9,32.3,46.6,31.4,72.9,12.4,8.4,10.2,51,40.1,46.8,18.6,35.8,44.3,49.2,21.4,35,35.9,75.3,1.74,17.4,40.5
Nicholls St. 2008,204,Slnd,2008,242,10,21,94.9,102.4,64.8,-0.045,102.8,103.5,50.9,37.6,67.9,6.5,11.8,14.8,58.7,41.4,45.9,33.4,66.4,13.5,11,14.3,60.2,44.8,47.8,25.3,28,35.4,53.2,26.7,34.2,43.3,76,1.32,34.5,51.5
NJIT 2008,205,ind,2008,341,0,29,77.2,110,69.7,-0.025,102.2,107.7,50.7,40.1,68.3,9.1,9,11.2,62.1,31.4,39,28.4,61.3,12.1,13.4,14.1,50.5,32.4,40.2,27.6,27.9,40.1,53.7,20.2,31,45.8,76.4,1.15,32.7,32.9
Norfolk St. 2008,206,MEAC,2008,290,16,15,97,110,68.7,0.057,95.4,108.2,47,36.4,65.3,9.1,12.3,10.3,55.3,33.3,49.5,30.1,66.5,7.2,9.3,12.1,41.7,28,48.3,21.3,34.8,29.8,49.5,22.6,34.4,44.9,76.5,2.28,24.5,53.3
North Carolina 2008,208,ACC,2008,3,36,3,122.1,91.9,72.5,0.05,108,97.8,47.8,32.6,66.8,10.5,10.7,10,50.3,34.2,52.1,37.2,75.7,9.8,10.4,8.3,51.9,22.6,53,18.7,41.3,38,48.2,20.6,27.2,25.7,77.3,1.58,30.4,66.6
North Carolina A&T 2008,209,MEAC,2008,308,15,16,96.1,111.5,67.3,0.091,98.8,106.4,53.5,32.2,64.4,8.6,8.4,10.9,51.3,40.2,50.7,33.3,61.5,11.2,11.4,13.5,48.4,36.4,50.4,24.9,29.1,42.1,51.4,19.3,33.1,31.6,76,2.29,37.4,66.7
Baylor 2008,21,B12,2008,41,21,11,115.7,100.9,70.1,-0.028,106.9,99.3,46.4,35.1,70.6,10.2,10.1,9,46.6,29.9,49.7,37.2,74.1,9.9,7.2,9.8,42.7,36.6,51.9,17,30.2,35.9,48.3,19.1,30.6,39.5,76.3,1.77,32.8,81.3
North Carolina Central 2008,210,ind,2008,334,4,26,85.3,108.5,68.3,0.032,106.6,100.9,54,35.8,70.6,6.3,10.6,10.3,61.9,35.4,40,29.7,63.7,12.2,13.4,15.1,59.5,32.3,41.5,28.5,26.2,31.8,53.9,20.9,38.9,39.3,75.4,1.62,30.2,0
North Dakota St. 2008,212,Sum,2008,136,16,13,107,104.1,67,-0.065,103.5,105.8,48,35.8,73.7,6.2,8.5,10,47.6,25.3,48.9,39.4,75,8.6,9.6,10.1,54.6,29.3,51.9,19.8,30.5,40.1,49.4,18.4,26.9,36.7,76.5,1.44,26.1,69.6
North Florida 2008,213,ASun,2008,337,3,26,86.3,109.9,64.4,-0.061,100,105.5,48.5,36.9,67.9,9.4,9,11.7,55.1,32.2,43.2,27.8,61,9.8,12.9,11.3,50.5,29.7,42.8,24.1,29.3,36.2,50.7,20.8,34.8,52.7,76.7,1.49,36.3,41.6
North Texas 2008,214,SB,2008,133,20,11,105.9,102.8,68,-0.024,102.8,106.6,47.5,34.3,71.3,8.1,7.6,12.1,46.7,34.8,48.9,39.3,72.5,9.1,10.4,11,42.5,29.9,51.9,21.4,34.7,40.5,48.9,19.8,28.3,39.1,76.3,1.8,36.3,49
Northeastern 2008,215,CAA,2008,153,14,17,103.2,101.7,61.4,-0.043,103.5,102.5,49,33.8,71,8.4,11.1,10.7,55.2,31.4,46.6,31.3,73,10.6,11.6,8.5,53.1,31.6,46.7,20.1,32.2,36.4,49.5,21.8,31.4,34,78.2,1.12,23.7,44.4
Northern Arizona 2008,216,BSky,2008,152,21,11,105.6,104.2,66.2,0.048,101.6,106.3,45.9,37.9,69.8,6.6,9.1,10.8,57.8,37.8,52.7,39,71.6,10.3,9.5,12.8,63.5,33,54.6,22.3,28.2,46.7,50.1,19.8,25.7,37.9,76.8,2.01,37.8,41.4
Northern Colorado 2008,217,BSky,2008,235,13,16,100,107.3,67.7,-0.011,101.3,106.1,49.8,37.5,71.4,4.5,9.6,12.6,55.6,38.8,47.3,34.8,71.4,10.1,11.2,12.1,54.3,32.1,48.9,23.2,32.2,42.1,52.3,22.1,28.6,39.1,74.9,1.53,41.4,37.4
Northern Illinois 2008,218,MAC,2008,266,6,22,96.9,106.7,69.4,-0.015,103.9,102.3,48.1,40.3,68.8,10.3,8.9,11.6,54.6,36.8,47.1,30,67.9,8,10.6,14.8,49.9,30.3,46.4,25.4,32.5,36.6,52.6,20.4,31.2,44.9,76.5,1.69,38.3,29.3
Northern Iowa 2008,219,MVC,2008,121,18,14,105.9,101.3,59.2,0.041,104.9,101,42.3,36.7,72.7,10,6.5,10.3,51.9,38.6,49.6,33.6,72.8,6.7,7.8,11.7,56.2,35.1,49.9,19.6,24.3,43.5,47.2,16.8,26.2,30.3,76.7,1.7,33.7,54.7
Belmont 2008,22,ASun,2008,129,25,9,109.7,106.2,68.6,0.075,100.9,106.1,51.9,34.6,70.3,4.9,11.6,10.4,52.9,34.4,52.3,36.1,69.8,10.1,10.5,9.9,62.4,47.3,53.2,20.3,31.6,33.8,51.9,22,29.8,35.6,76.3,1.73,40.4,62.8
Northwestern 2008,221,B10,2008,191,8,22,105.3,108.5,61,-0.059,107.4,99.1,55.8,38.8,70.7,7,13,11.3,68.2,43.3,49,36.4,66,12,9.6,8.1,71.5,43.7,51.5,17.7,17.2,23.8,56.8,24.3,35.9,39.3,75.8,1.16,29.8,59.7
Northwestern St. 2008,222,Slnd,2008,253,15,18,98.5,107.1,72.6,0.09,101,103.3,51,37.6,68.3,12,11.2,12.1,59.4,34.3,47.9,33,70.2,7.1,12.8,12.2,58.8,33.8,48.5,25,31.4,34.4,52.8,23.3,32.7,46.5,76.2,1.03,44.5,45.4
Notre Dame 2008,223,BE,2008,24,25,8,114.6,95.6,69.5,0.042,107.5,100.6,44.8,33.7,64.5,8.8,8.7,8.4,57,33.3,47.8,40.5,73.7,9.3,9,9.2,66.5,33.6,52.2,18.2,34,34.1,46.7,17.1,28.7,23,77.2,1.77,22.9,65.4
Oakland 2008,224,Sum,2008,142,17,14,111.7,109.3,67.1,-0.016,104.6,104.9,52.3,38.1,74.6,9.7,10.8,9.9,55.1,32.8,47.2,36,70.9,8.4,8.8,10.4,49.8,29,49.2,19.2,40.6,41.4,53.9,20.7,33.3,34.8,76.8,1.59,32.8,57.9
Ohio 2008,225,MAC,2008,95,20,13,109.7,102.1,63.2,0.019,104.3,101.9,50.2,35.6,66.9,6.8,11.9,10.6,58.1,43.2,51.2,34.7,71.5,8.1,10.2,12.1,62.5,38,51.5,22.2,34.4,39.4,51.6,22.5,29.1,34.9,76.4,2.1,28.8,50.5
Ohio St. 2008,226,B10,2008,31,24,13,110.2,92.4,64,-0.027,108.6,100.3,43.5,32,68,14.5,10.1,10.4,61,40.3,53.8,33.6,68.8,6.5,9.2,11.4,57.8,36.6,52.5,20.5,31.9,28.1,45.3,20.5,34.3,22.1,78.2,1.39,23.9,38
Oklahoma 2008,227,B12,2008,44,23,12,109.5,95.1,63.1,0.077,108.3,98.9,46,32.6,72.7,10.7,9.9,9.8,46.9,34.7,49,34.8,68.1,9,10.4,9.1,52.5,33.6,50.1,19.5,32.5,38.7,47,19.7,27.4,30.3,78,1.53,28.1,63.2
Oklahoma St. 2008,228,B12,2008,75,17,16,109.1,98.4,64.2,-0.03,108.6,98.6,48.2,36.2,72,9.2,12.1,12,46.3,31.2,48.8,34,71.7,10.1,10.4,10.6,46.6,39.8,49.7,21,30.8,38.4,50.1,24.1,31.9,44.1,77.7,1.3,24.7,46.6
Old Dominion 2008,229,CAA,2008,118,18,16,106.5,101.6,63,-0.034,102.8,102,45.6,34.6,70.5,13.4,11.7,9.4,55.6,35.5,47.4,33.5,66.4,7.7,9.9,10,60,32.1,48.3,20,36.5,27.3,47.8,21,32.4,30.3,77.2,1.58,37.4,57.7
Bethune Cookman 2008,23,MEAC,2008,324,11,21,92.1,110.5,57.8,-0.01,95.8,107.8,49.7,32.2,66.8,7,11.3,11.9,53.5,33.3,47.9,33.5,68.4,8.3,11.2,13.4,50,26,48.5,24.6,29.6,42,49.2,23.2,37.8,38.8,75.4,1.74,32.5,39.8
Oral Roberts 2008,230,Sum,2008,77,24,9,104.7,94.5,63.6,0.032,105.4,105.4,42.7,33.7,75.4,9.5,9.4,11,45.9,27.4,47.1,36.8,66.8,7,8.4,10.6,55.7,33.5,49.9,19,32.3,40.6,44.8,20.4,29.5,29.6,77.2,2.48,32.3,62
Oregon 2008,231,P10,2008,36,18,14,118.8,103.1,65.8,-0.035,108.9,98.4,50.4,33.4,69,6.7,6.8,9.4,53.3,35.3,53.8,39.2,69.4,10,8.5,9.8,55.6,39.8,55.8,18.3,29.1,36.7,50.3,16.2,29.8,34.4,76.2,1.97,24.9,69.3
Oregon St. 2008,232,P10,2008,246,6,25,95.3,103.3,65.1,-0.051,108.7,100.8,51.5,36.7,70.2,7.9,8.1,11.8,58.4,31.3,40.8,29,65.1,8.2,8.7,9.8,47.4,31.3,41.6,18.5,31.9,26.8,52.7,19.9,30.8,39.6,77.8,1.11,38.9,39
Pacific 2008,233,BW,2008,143,21,10,107.1,104.7,63.7,0.046,101.2,105.6,48.5,35.5,70.9,5.7,9.4,10.5,51.5,37.4,53.8,40,67.8,7,10.1,12.4,56.3,36.9,56.1,22.5,30.9,44,50.3,19.8,26.6,36.8,76.5,1.28,34.9,35.8
Penn 2008,234,Ivy,2008,289,13,18,96.1,108.8,68.4,0.078,100.9,106.5,48.9,39.8,69.8,10.2,8.8,11.6,54.6,30.6,47.3,31.8,68,8.7,11.9,10.3,57.7,28.5,47.4,22.2,29.8,40.1,52.2,20.4,30.9,40.1,77.2,1.24,39.3,31.6
Penn St. 2008,235,B10,2008,130,15,16,107.7,104.2,63.5,0.03,106.2,99.6,50.9,35.6,70.2,6.6,9,11.6,61.9,39.5,46.7,34,62.2,10.9,9.3,9.9,57,38.6,48.3,19.3,33.7,32.1,51.9,20.6,31.1,29.1,76.2,1.45,38.9,46.7
Pepperdine 2008,236,WCC,2008,227,11,21,99.9,106.3,72.7,-0.008,104,102.6,53.1,40.6,69.1,9.6,13.1,11.8,61.8,32.2,47.3,30.2,69.3,9.7,11,11.3,48,37.5,46.5,22.4,30,35.1,55.6,24.9,35.7,32.1,76.7,1.02,33,5.3
Pittsburgh 2008,237,BE,2008,22,27,10,116.5,96.6,63.9,0.027,107.8,98.3,46.8,33.4,69.4,9.2,9.9,10.6,52.9,34.4,50.8,33.8,66.5,8,7.3,10.8,57.3,30.4,50.8,18,38.1,36.1,47.9,20.5,31.1,28.6,76,1.75,29.2,46
Portland 2008,238,WCC,2008,268,9,22,98.9,108.8,62.6,-0.046,102.1,103.4,49.5,38.3,68.3,6.4,8,11,58.7,35.7,47.8,32.7,71,10.3,10.8,12.3,53.6,35.4,48.2,23,31.3,29.1,52.3,19,27,41.6,77.5,0.79,36.4,33.5
Portland St. 2008,239,BSky,2008,112,23,10,108.6,103.2,66.3,0.062,102.7,106.2,49.6,35.8,72,9.3,10.1,12,55.2,33.3,51.3,40,67.2,6.1,10.2,11.2,61.1,41.3,54.9,21.3,33.4,37.2,51,22.1,29.4,34.3,75.3,1.76,37.6,40
Binghamton 2008,24,AE,2008,224,14,16,100,105.9,62.3,-0.018,101.5,107.4,50.1,33.9,69.3,7.3,11.1,10.9,55.7,32.3,47.8,33.5,73.2,8.1,10.5,10.3,50.3,31,48.6,20.8,32.4,31.3,50.4,22,33.8,40,75.5,1.81,29.4,55.6
Prairie View A&M 2008,240,SWAC,2008,331,8,22,89.8,111.6,69.4,-0.014,97,107.7,48.3,38.4,64.6,10.5,10.6,10.4,53.8,30.1,47.8,30.4,60.3,9.7,11.3,14.2,48.6,29.4,47.2,25.5,30.2,39.4,51.1,21,35.1,51.2,76.4,2.05,38.7,37.7
Presbyterian 2008,241,ind,2008,293,5,25,97.6,111.2,58.5,-0.056,106.1,99.9,57,39.6,68.6,4,10.6,11.2,62.5,34,45.8,36,65.5,14.4,12.3,11.7,61.1,51.3,50,24,23.4,25.5,57.8,21.7,34.3,31.3,74.8,1.37,35.7,0
Princeton 2008,242,Ivy,2008,312,6,23,93.2,108.9,58.8,-0.039,101.7,106.1,53.3,32.6,70.6,5.1,8.7,11.4,52.3,30.4,50.4,31.7,70.2,8.9,11.1,11.9,58.3,44,49.2,23,25.6,28.3,51.9,20.1,29.5,42.3,77,1.94,29.1,53.4
Providence 2008,243,BE,2008,85,15,16,110.1,100.8,66.3,-0.025,109.1,99.9,49.4,34.7,74.2,9,11.4,10.5,57.7,33.7,48.9,37.6,68,10,11.1,9.7,55.9,35,51.5,20.8,35,32.3,50.3,21.9,34.3,37.1,77.1,1.6,29.5,55.2
Purdue 2008,244,B10,2008,30,25,9,110.5,92.2,66.9,-0.025,106.2,99.7,47.6,34.8,67,12.6,12.4,13.1,55.2,31.5,45,37.6,71.2,8.9,8.6,9.8,56,34.6,48.9,18.5,31.3,37.1,49.1,25.6,28.3,42.6,77.4,0.84,32.6,39.2
Quinnipiac 2008,246,NEC,2008,237,15,15,104.8,112.2,66.6,0.025,99.3,106.4,49.1,36.3,69.4,6.5,8.3,9.2,53.9,34,48.5,39.2,70.5,6.6,9.1,11.9,54.3,25.7,51.2,21,33.9,33.4,50.9,17.5,28,37.2,75.5,1.41,36,35.6
Radford 2008,247,BSth,2008,297,10,20,95.9,110.2,68.2,0.026,103,106,50.4,37.1,68.4,8.4,8.2,9.8,61,41.3,47,31.8,68.8,8.3,11.8,11.8,51.1,30.6,47.2,23.5,30.5,41.1,52.6,18,31.9,39.6,76.2,1.36,30.9,56.6
Rhode Island 2008,248,A10,2008,72,21,12,115.1,103.9,69.6,-0.059,105.7,102.2,47.5,35.3,71.1,10.3,9.7,10.8,52.5,35.7,51.2,38,69.3,7.2,8.8,10.4,52.2,32,53.1,19.2,36.3,39.2,49.5,20.5,32.8,33.6,77.2,2.04,30.7,80.1
Rice 2008,249,CUSA,2008,302,3,27,86.7,101.5,65.2,-0.002,105.9,102.6,47.5,33.5,71.4,8.8,9.7,12.8,61.4,34.8,41.3,27.3,64.7,8.2,13.3,13.9,50.5,24.5,41.2,27.3,32.8,39.1,48.5,22.5,33.2,43,77,0.91,37.7,41
Richmond 2008,250,A10,2008,151,16,15,101.4,99.9,61.5,0.103,106.2,102.7,50.3,34.2,72.8,11.3,12.7,11.9,55.4,37.3,49.1,35.2,70.4,9.6,10.6,10.6,58.6,38.4,50.6,21.2,23.4,30.1,50.7,24.5,32.4,45.3,77.4,1.07,29.9,56.4
Rider 2008,251,MAAC,2008,122,23,11,108.2,103.6,68.7,0.01,101.7,105.1,47.5,34.4,69.1,12.5,10.4,9.5,55,39.2,52.5,39.8,64.3,7.9,10.3,10.2,55.7,31.3,54.8,20.5,32.7,38.6,49.1,20,28,30.8,77.2,1.38,26.1,62.6
Robert Morris 2008,252,NEC,2008,144,26,8,103.3,101.1,69,0.076,99.5,106.5,52,31.2,69.1,6.8,13.8,12.1,56.3,38.3,51.2,37.5,72.6,8.5,11,12,64.1,37,53,23,33.7,27.7,50,26,30.1,39.1,74.9,1.66,29.3,60.4
Rutgers 2008,253,BE,2008,183,11,20,96.2,98.8,64.6,0.022,106.7,100.8,44.6,37.1,66.7,11.6,8.2,10.4,47.5,28.3,43.4,31.8,64.8,10.4,11.1,11,42.6,31.2,44.7,22.1,30,34.6,47.7,18.6,31.8,27.4,77.2,1.36,30.6,52.2
Sacramento St. 2008,254,BSky,2008,333,4,24,90,112.4,68.7,0.001,103.7,105.8,57.4,38.4,68.9,7.4,12.3,11.1,65.2,34.8,42.3,32.2,60.8,12.5,10,11,50.3,31.1,44.2,21,26.7,32.3,57.5,23.4,38.3,42.5,76.1,1.68,33.8,30.9
Sacred Heart 2008,255,NEC,2008,209,18,14,101.7,106.4,67.9,0.043,100.1,106.6,49.6,34.3,71,7.7,12.3,11,49,32.3,49.6,34.3,73.4,7.7,8.6,11.6,55.9,35.6,50.3,20.2,29.7,27.9,50.2,23.3,33.6,40.9,76.7,2.17,31.1,54.2
Saint Joseph's 2008,256,A10,2008,45,21,13,115.1,100.8,64,-0.069,106.9,101.1,47.7,37,68.5,13.3,10.9,10,60.6,37.6,52.8,38.6,72.6,10,9.7,9.3,58.4,35.6,54.6,19,30.8,39.7,50.6,20.9,31.7,33.3,78.5,2.05,18,73.8
Saint Louis 2008,257,A10,2008,157,16,15,100.9,100,58.4,0.067,106.4,102.2,45.6,36.4,70,7.7,6.7,11.1,51.1,32.8,46.5,35.9,72.3,10.2,8.9,11.3,60.1,33.8,48.9,20.3,21.9,36.2,48.6,17.8,26.6,31.3,75.8,2.25,27.9,74.5
Saint Mary's 2008,258,WCC,2008,42,25,7,109.2,94.6,66.4,0.03,103.4,103.3,44.2,30.5,69.4,11.8,10.1,10.8,38,25.8,51.6,35.9,65.9,10.5,7.7,11.6,54.9,38,52.5,19.3,35,39.3,44.6,20.9,29.9,30.9,76.6,1.75,32.9,59.2
Saint Peter's 2008,259,MAAC,2008,277,6,24,94.8,106.2,67.1,-0.05,103,106.3,48,35.2,66.9,11.5,10.5,9.4,58.1,33.1,44.1,34.7,66.5,10.8,12,10.8,43.3,34.1,46.8,22.7,33.4,30.2,49.6,19.9,33.7,38.8,75.4,1.2,32.2,42.9
Boise St. 2008,26,WAC,2008,126,25,9,108.7,104.8,70.7,0.085,103.3,105.9,49.1,35.2,70.5,5.5,8.2,11.2,49.6,32.1,56.2,39.2,66.2,8.3,8.5,12.3,60.5,35.6,57.1,20.8,29.4,39.7,50.3,19.4,28.4,33.6,76.8,2.16,24.2,52.8
Sam Houston St. 2008,260,Slnd,2008,138,23,8,96.5,93.8,67.6,0.022,99.5,104.9,43.3,31.3,62.5,8.3,10.8,11.5,59.7,32.6,48.2,31.3,65.1,8.6,10.6,12,67.9,33.9,47.8,22.6,32.6,39,44.4,22.3,26.5,37.9,75.4,2.06,33.3,54
Samford 2008,261,OVC,2008,299,14,16,96.9,111.4,54.6,0.083,101.2,109,49.8,36,73.2,5.5,8.6,9.8,47.5,37.4,57.9,34.5,66.9,10.7,12.5,10.1,72.3,53.6,54.6,22.7,22,31.7,51.3,18.4,32,28.8,77.1,1.44,28.4,41.4
San Diego 2008,262,WCC,2008,120,22,14,101.6,97,63,0.045,104.3,102.9,48,34.5,67,8.4,10.6,12.3,51.6,29.2,48.7,33.7,67,10.2,10.4,11.5,54.9,26.8,49.2,22,30.3,35.6,49,22.9,29.3,34,75.8,0.94,28.3,56.5
San Diego St. 2008,263,MWC,2008,92,20,13,104.9,96.9,64.1,-0.006,104.5,101.2,49.2,35.4,67.2,7.3,11.7,10.8,53.5,34.8,48.9,33,68,8.3,9.2,11.4,52.8,30.7,49.1,20.6,30.9,36.7,50.6,22.5,24.8,33,76.5,1.48,31,38.5
San Francisco 2008,264,WCC,2008,254,10,21,99.1,107.7,65.9,-0.042,102.9,103.6,55,35.8,69.8,8,9,14.7,52.8,35.8,48,32.7,70.4,7,10.2,12.3,49.9,27.2,48.3,22.5,31.8,32.1,54.5,23.7,32.5,41.7,77.3,1.49,24.1,31.3
San Jose St. 2008,265,WAC,2008,259,13,19,97.9,106.7,66.7,0.065,103.6,106,50,36.4,65.8,7,8.5,9.3,57.3,32.8,46,32.2,67.2,7,10.1,12,48.6,22.4,46.5,22.1,36.7,37.5,51.5,17.8,29.3,31.3,77.2,1.52,32,30.9
Santa Clara 2008,266,WCC,2008,155,15,16,100.9,99.6,59.7,-0.065,103.3,103.9,44.7,36.6,72.9,10.5,8.6,11.4,59.6,34.5,52,38.8,70.3,9.8,12.8,12.9,63.1,33.3,54.1,25.7,29,37.1,48.2,20,27.2,33.4,77,1.78,26.6,41.2
Savannah St. 2008,267,ind,2008,285,13,18,88.1,100.4,66.3,0.05,101.9,105.2,47.3,34.8,67.9,8.7,12.1,12.8,54.8,31.1,40.7,36.9,67.3,11.6,13.9,14.5,50.8,24.5,44.3,28.5,30.6,37,48.8,24.9,32.8,54.2,75.4,1.62,41.3,55.6
Seton Hall 2008,269,BE,2008,107,17,15,110.5,104.5,69.2,0.04,106.5,100.8,48.8,37,67.6,12.6,13.2,7.9,53.4,34.7,46.6,33.8,71.6,11.6,8.8,8,49.2,33.7,48,16.8,30.8,36.7,51.1,21.1,37.2,39.3,76.1,1.53,24.4,68.8
Boston College 2008,27,ACC,2008,105,14,17,108.9,102.6,64.2,-0.015,107.9,100,48.5,34.6,66.5,14,8.7,9,53.3,30.5,49.6,36,69,11.2,11.8,10.2,59,30,50.9,22,33.4,39.7,49.6,17.7,34.4,28.8,77.5,1.21,32.9,50
Siena 2008,270,MAAC,2008,93,23,11,108.6,100.7,67.6,0.036,104.1,105.5,49.4,36.9,65,9,13.3,10.7,52.7,34.3,48.1,38.2,68.9,8.6,7.6,8.1,52.7,30.4,50.9,15.7,29.2,36.6,51.5,24,36,25.7,75.5,1.31,28,68.5
